ID	LOCAL_ID	LANGUAGE	CONCEPT	INDONESIAN	VALUE	FORM
57	/records/1920970	Seget	meat, flesh	daging	kam	kam
58	/records/1921000	Seget	banana	pisang	kamuk	kamuk
59	/records/1921108	Seget	hear	dengar	kani	kani
60	/records/1921124	Seget	spit	meludah	kapte	kapte
61	/records/1920958	Seget	body hair	bulu badan	karagun	karaɡun
62	/records/1921018	Seget	roof	atap	kate	kate
63	/records/1920978	Seget	bird	burung	klem	klem
64	/records/1921083	Seget	thick (stick)	tebal	kodomat	kodomat
65	/records/1920994	Seget	rat	tikus	kola	kola
66	/records/1921085	Seget	this	ini	kop	kop
67	/records/1921007	Seget	garden	kebun	korkwa	korkʷa
68	/records/1921131	Seget	tie (rope)	mengikat	kugwa	kuɡʷa
69	/records/1921114	Seget	pull	menarik	kulut	kulut
70	/records/1921051	Seget	black	hitam	kurum	kurum
71	/records/1921068	Seget	long (snake)	panjang	kushek	kuʃek
72	/records/1920987	Seget	leech	lintah	kwan	kʷan
73	/records/1921028	Seget	stone	batu	kwat	kʷat
74	/records/1920955	Seget	abdomen	perut	kwei	kʷei
75	/records/1921106	Seget	fly (bird)	terbang	kwel	kʷel
76	/records/1921019	Seget	rope	tali	kwi	kʷi
77	/records/1921111	Seget	kill	bunuh	labu	labu
78	/records/1921084	Seget	thin (stick)	tipis	lege	leɡe
79	/records/1921011	Seget	lightning	kilat	lelek	lelek
80	/records/1920999	Seget	worm	cacing (tanah)	lit	lit
81	/records/1921066	Seget	hot (wind)	panas	lobok	lobok
82	/records/1921132	Seget	vomit	muntah	loko	loko
83	/records/1921122	Seget	sit	duduk	lomate	lomate
84	/records/1921095	Seget	cough	batuk	lon	lon
85	/records/1921073	Seget	rotten (fruit)	busuk	madam	madam
86	/records/1921061	Seget	evil (person)	jahat	madi	madi
87	/records/1921045	Seget	five	lima	mafot	mafot
88	/records/1921101	Seget	dream	mimpi	malef	malef
89	/records/1920980	Seget	child	anak	mam	mam
90	/records/1920982	Seget	father	bapak	mamam	mamam
91	/records/1920991	Seget	mother	ibu	mamen	mamen
92	/records/1920986	Seget	husband	suami	manla	manla
93	/records/1921091	Seget	bathe	mandi	maref	maref
94	/records/1921138	Seget	in front	di depan	mata	mata
95	/records/1921013	Seget	mountain	gunung	melasa	melasa
96	/records/1921041	Seget	one	satu	meridis	meridis
97	/records/1921075	Seget	sharp (stick)	tajam	minin	minin
98	/records/1921074	Seget	same	sama	minisdi	minisdi
99	/records/1920985	Seget	fly	lalat	mlit	mlit
100	/records/1920973	Seget	neck	leher	modu	modu
101	/records/1921086	Seget	truly, well (to speak)	benar	molo	molo
102	/records/1920993	Seget	pig	babi	mon	mon
103	/records/1920984	Seget	fish	ikan	mongkla	moŋkla
104	/records/1921133	Seget	walk	berjalan	mu	mu
105	/records/1920997	Seget	wife	isteri	muarigi	muariɡi
106	/records/1921058	Seget	cold (wind)	dingin	mulum	mulum
107	/records/1921127	Seget	stand	berdiri	nagu	naɡu
108	/records/1921109	Seget	hit	pukul	nala	nala
109	/records/1920992	Seget	person	orang	nalaka	nalaka
110	/records/1921089	Seget	afraid	takut	nalip	nalip
111	/records/1921094	Seget	come	datang	nama	nama
112	/records/1921136	Seget	who	siapa	namenniwo	namenniwo
113	/records/1921037	Seget	you (s)	kamu	nan	nan
114	/records/1920989	Seget	male	laki-laki	nanla	nanla
115	/records/1921112	Seget	know	tahu	nap	nap
116	/records/1920983	Seget	female	perempuan	narigi	nariɡi
117	/records/1921069	Seget	many	banyak	neban	neban
118	/records/1921035	Seget	wind	angin	neha	neha
119	/records/1921093	Seget	breathe	bernapas	nehen	nehen
120	/records/1921062	Seget	few (stones)	sedikit	neiam	neiam
121	/records/1921006	Seget	fruit	buah	neka	neka
122	/records/1921031	Seget	thorn	duri	nekenik	nekenik
123	/records/1921001	Seget	branch	cabang	nelama	nelama
124	/records/1921010	Seget	leaf	daun	nelas	nelas
125	/records/1921056	Seget	all	semua	nendik	nendik
126	/records/1921023	Seget	seed	biji	neun	neun
127	/records/1921003	Seget	egg	telur	nevi	nevi
128	/records/1921097	Seget	cry	menangis	ni	ni
129	/records/1921107	Seget	give	memberi	nit	nit
130	/records/1921123	Seget	sleep	tidur	no	no
131	/records/1921096	Seget	count	hitung	nof	nof
132	/records/1921102	Seget	drink	minum	noko	noko
133	/records/1921121	Seget	sing	menyanyi	nulan	nulan
134	/records/1920998	Seget	wing	ayap	nulu	nulu
135	/records/1921014	Seget	name	nama	numu	numu
136	/records/1921025	Seget	smoke	asap	nusugwan	nusuɡʷan
137	/records/1921126	Seget	stab	tikam	nyat	ɲat
138	/records/1921130	Seget	throw (stone)	melempar	nyat	ɲat
139	/records/1921060	Seget	dry (grass)	kering	okat	okat
140	/records/1921077	Seget	small (dog)	kecil	olamyam	olamjam
141	/records/1921059	Seget	different	berbeda	osa	osa
142	/records/1921032	Seget	thunder	guntur	rugu	ruɡu
143	/records/1921008	Seget	house	rumah	saba	saba
144	/records/1921116	Seget	rub	menggosok	sadi	sadi
145	/records/1921115	Seget	push	mendorong	sadu	sadu
146	/records/1920967	Seget	head	kepala	sadus	sadus
147	/records/1921005	Seget	fog	kabit	sagom	saɡom
148	/records/1921070	Seget	new (house)	baru	sagu	saɡu
149	/records/1920957	Seget	blood	darah	sedam	sedam
150	/records/1921053	Seget	red	merah	sedam	sedam
151	/records/1921071	Seget	not	tidak	sede	sede
152	/records/1921092	Seget	blow	tiup	segut	seɡut
153	/records/1921078	Seget	smooth (stone)	licin	seri	seri
154	/records/1921079	Seget	sore (leg)	sakit	sewe	sewe
155	/records/1920975	Seget	skin	kulit	shek	ʃek
156	/records/1921090	Seget	ashamed	malu	shimein	ʃimein
157	/records/1920963	Seget	eye	mata	si	si
158	/records/1921049	Seget	nine	sembilan	si	si
159	/records/1921087	Seget	wet (sand)	basah	sobam	sobam
160	/records/1921055	Seget	white	putih	soko	soko
161	/records/1920960	Seget	breast	susu	su	su
162	/records/1921073	Seget	rotten (fruit)	busuk	sumu	sumu
163	/records/1921128	Seget	stink	berbau	sumu	sumu
164	/records/1921026	Seget	soil, earth	tanah	sungge	suŋɡe
165	/records/1920974	Seget	nose	hidung	ta'	ta'
166	/records/1921057	Seget	blunt (stick)	tumpul	takabuk	takabuk
167	/records/1921030	Seget	sun	matahari	tale	tale
168	/records/1921103	Seget	eat	makan	te	te
169	/records/1921076	Seget	short (snake)	pendek	terep	terep
170	/records/1921104	Seget	fall	jatuh	tes	tes
171	/records/1921135	Seget	what	apa	timiniwo	timiniwo
172	/records/1921036	Seget	I	saya	tit	tit
173	/records/1921029	Seget	stick	tongkat	tompe	tompe
174	/records/1921027	Seget	star	bintang	ton	ton
175	/records/1921081	Seget	swollen (leg)	bengkak	tubuh	tubuh
176	/records/1920961	Seget	ear	telinga	tukut	tukut
177	/records/1921043	Seget	three	tiga	tulu	tulu
178	/records/1921017	Seget	rain	hujan	unias	unias
179	/records/1920988	Seget	louse	kutu	ut	ut
180	/records/1921050	Seget	ten	sepuluh	utmere	utmere
181	/records/1921137	Seget	far	jauh	wabis	wabis
182	/records/1920995	Seget	snake	ular	waiyin	waijin
183	/records/1921016	Seget	path	jalan	waren	waren
184	/records/1921105	Seget	flow (river)	mengalir	wasi	wasi
185	/records/1921039	Seget	we (incl)	kita	wau	wau
186	/records/1921139	Seget	inside	di dalam	weren	weren
187	/records/1921012	Seget	moon	bulan	wet	wet
188	/records/1921141	Seget	near	dekat	wodakafet	wodakafet
189	/records/1921048	Seget	eight	delapan	wolu	wolu
190	/records/1921004	Seget	fire	api	yap	jap
191	/records/1920996	Seget	tail	ekor	ywian	jwian
192	/records/1921166	Moi	tongue	lidah	adin	adin
193	/records/1921264	Moi	old (house)	lama	ak	ak
194	/records/1921319	Moi	split (wood)	membelah	alfes	alfes
195	/records/1921195	Moi	fruit	buah	ali	ali
196	/records/1921232	Moi	two	dua	ali	ali
197	/records/1921290	Moi	cut (grass)	membabat	alili	alili
198	/records/1921274	Moi	that	itu	anagi	anaɡi
199	/records/1921334	Moi	left side	kiri	ankade	ankade
200	/records/1921337	Moi	right side	kanan	ankalak	ankalak
201	/records/1921302	Moi	hold	pegang	apti	apti
202	/records/1921182	Moi	pig	babi	baiik	baiik
203	/records/1921211	Moi	sand	pasir	baiin	baiin
204	/records/1921328	Moi	wash (clothes)	mencuci	ban	ban
205	/records/1921281	Moi	afraid	takut	bawalo	bawalo
206	/records/1921331	Moi	far	jauh	beis	beis
207	/records/1921252	Moi	evil (person)	jahat	bek	bek
208	/records/1921242	Moi	green	hijau	bela	bela
209	/records/1921168	Moi	cassowary	kasuari	bele	bele
210	/records/1921280	Moi	wide (path)	lebar	besinin	besinin
211	/records/1921306	Moi	play	bermain	bik	bik
212	/records/1921297	Moi	flow (river)	mengalir	bis	bis
213	/records/1921257	Moi	hot (wind)	panas	bolobok	bolobok
214	/records/1921179	Moi	mosquito	nyamuk	bonos	bonos
215	/records/1921256	Moi	heavy (stone)	berat	budisof	budisof
216	/records/1921174	Moi	fly	lalat	buluk	buluk
217	/records/1921263	Moi	not	tidak	dau	dau
218	/records/1921175	Moi	husband	suami	delah	delah
219	/records/1921220	Moi	sun	matahari	dive	dive
220	/records/1921326	Moi	vomit	muntah	do	do
221	/records/1921307	Moi	pull	menarik	e.i	e.i
222	/records/1921165	Moi	teeth	gigi	efek	efek
223	/records/1921216	Moi	soil, earth	tanah	eges	eɡes
224	/records/1921158	Moi	leg, foot	kaki	elik	elik
225	/records/1921243	Moi	red	merah	em	em
226	/records/1921285	Moi	breathe	bernapas	en	en
227	/records/1921308	Moi	push	mendorong	faiyin	faijin
228	/records/1921234	Moi	four	empat	fak	fak
229	/records/1921313	Moi	shoot (pig)	memanah	fan	fan
230	/records/1921240	Moi	ten	sepuluh	fe	fe
231	/records/1921286	Moi	come	datang	feden	feden
232	/records/1921270	Moi	smooth (stone)	licin	felefe	felefe
233	/records/1921311	Moi	seek	cari	feles	feles
234	/records/1921298	Moi	fly (bird)	terbang	filik	filik
235	/records/1921261	Moi	narrow (path)	sempit	fogok	foɡok
236	/records/1921210	Moi	salt	garam	gasi	ɡasi
237	/records/1921287	Moi	cough	batuk	gi	ɡi
238	/records/1921269	Moi	small (dog)	kecil	giam	ɡiam
239	/records/1921160	Moi	mouth	mulut	gik	ɡik
240	/records/1921262	Moi	new (house)	baru	glibi	ɡlibi
241	/records/1921253	Moi	few (stones)	sedikit	hiam	hiam
242	/records/1921145	Moi	back	punggung	hirbu	hirbu
243	/records/1921296	Moi	fall	jatuh	holok	holok
244	/records/1921309	Moi	rub	menggosok	idi	idi
245	/records/1921291	Moi	die	mati	igi	iɡi
246	/records/1921312	Moi	scratch	garuk	igi	iɡi
247	/records/1921241	Moi	black	hitam	igik	iɡik
248	/records/1921289	Moi	cry	menangis	ih	ih
249	/records/1921283	Moi	bathe	mandi	isili	isili
250	/records/1921268	Moi	short (snake)	pendek	kabiyam	kabijam
251	/records/1921224	Moi	water	air	kala	kala
252	/records/1921320	Moi	stab	tikam	kalak	kalak
253	/records/1921208	Moi	roof	atap	kali	kali
254	/records/1921314	Moi	sing	menyanyi	kalinkala	kalinkala
255	/records/1921258	Moi	large (dog)	besar	kampele	kampele
256	/records/1921329	Moi	what	apa	kamsaaba	kamsaaba
257	/records/1921157	Moi	heart	jantung	kasi	kasi
258	/records/1921259	Moi	long (snake)	panjang	kawi	kawi
259	/records/1921204	Moi	name	nama	kedi	kedi
260	/records/1921198	Moi	house	rumah	keiik	keiik
261	/records/1921324	Moi	throw (stone)	melempar	kelak	kelak
262	/records/1921167	Moi	bird	burung	kelem	kelem
263	/records/1921159	Moi	meat, flesh	daging	kem	kem
264	/records/1921164	Moi	skin	kulit	kesik	kesik
265	/records/1921147	Moi	body hair	bulu badan	kesik gin	kesik ɡin
266	/records/1921209	Moi	rope	tali	ki	ki
267	/records/1921196	Moi	garden	kebun	kisik	kisik
268	/records/1921218	Moi	stone	batu	kobak	kobak
269	/records/1921277	Moi	this	ini	kop	kop
270	/records/1921279	Moi	wet (sand)	basah	kubuk	kubuk
271	/records/1921148	Moi	bone	tulang	kudus	kudus
272	/records/1921318	Moi	spit	meludah	kusu	kusu
273	/records/1921163	Moi	nose	hidung	laba	laba
274	/records/1921186	Moi	wife	isteri	lagi	laɡi
275	/records/1921144	Moi	abdomen	perut	lan	lan
276	/records/1921205	Moi	night	malam	leim	leim
277	/records/1921336	Moi	outside	di luar	leiyop	leijop
278	/records/1921201	Moi	lightning	kilat	lek	lek
279	/records/1921188	Moi	worm	cacing (tanah)	lok	lok
280	/records/1921222	Moi	thunder	guntur	lugu	luɡu
281	/records/1921235	Moi	five	lima	mafuk	mafuk
282	/records/1921183	Moi	rat	tikus	mais	mais
283	/records/1921282	Moi	ashamed	malu	maiyin	maijin
284	/records/1921162	Moi	neck	leher	makudu	makudu
285	/records/1921199	Moi	jungle	hutan	malakilim	malakilim
286	/records/1921229	Moi	we (incl)	kita	mam	mam
287	/records/1921191	Moi	cloud	awan	mandek	mandek
288	/records/1921236	Moi	six	enam	matnamele	matnamele
289	/records/1921237	Moi	seven	tujuh	matnanali	matnanali
290	/records/1921239	Moi	nine	sembilan	matnanfak	matnanfak
291	/records/1921238	Moi	eight	delapan	matnautuluk	matnautuluk
292	/records/1921231	Moi	one	satu	mele	mele
293	/records/1921317	Moi	speak	bicara	mena	mena
294	/records/1921276	Moi	thin (stick)	tipis	mene'	mene'
295	/records/1921203	Moi	mountain	gunung	mili	mili
296	/records/1921169	Moi	child	anak	miye	mije
297	/records/1921225	Moi	wind	angin	mo	mo
298	/records/1921183	Moi	rat	tikus	mofon	mofon
299	/records/1921278	Moi	truly, well (to speak)	benar	molo	molo
300	/records/1921327	Moi	walk	berjalan	mu	mu
301	/records/1921171	Moi	father	bapak	mun	mun
302	/records/1921295	Moi	eat	makan	na	na
303	/records/1921323	Moi	suck	isap	na	na
304	/records/1921181	Moi	person	orang	ne	ne
305	/records/1921178	Moi	male	laki-laki	nedela	nedela
306	/records/1921250	Moi	dirty (hands)	kotor	negbak	neɡbak
307	/records/1921230	Moi	they	mereka	neiye	neije
308	/records/1921172	Moi	female	perempuan	nelagi	nelaɡi
309	/records/1921330	Moi	who	siapa	nemsauwa	nemsauwa
310	/records/1921246	Moi	all	semua	nendik	nendik
311	/records/1921260	Moi	many	banyak	nimok	nimok
312	/records/1921155	Moi	hand	tangan	nin	nin
313	/records/1921228	Moi	he, she	dia	nin	nin
314	/records/1921227	Moi	you (s)	kamu	nin	nin
315	/records/1921161	Moi	nail (finger)	kuku	nin kidi	nin kidi
316	/records/1921151	Moi	elbow	siku	nin sasi	nin sasi
317	/records/1921153	Moi	finger	jari	nin towo	nin towo
318	/records/1921294	Moi	drink	minum	no	no
319	/records/1921323	Moi	suck	isap	no	no
320	/records/1921303	Moi	kill	bunuh	nu	nu
321	/records/1921333	Moi	inside	di dalam	nunop	nunop
322	/records/1921189	Moi	banana	pisang	o	o
323	/records/1921223	Moi	tree	pohon, kayu	ok	ok
324	/records/1921221	Moi	thorn	duri	okginik	okɡinik
325	/records/1921200	Moi	leaf	daun	oklas	oklas
326	/records/1921190	Moi	branch	cabang	okma	okma
327	/records/1921305	Moi	live	hidup	olom	olom
328	/records/1921315	Moi	sit	duduk	olom	olom
329	/records/1921310	Moi	see	lihat	owo	owo
330	/records/1921335	Moi	near	dekat	padawok	padawok
331	/records/1921273	Moi	swollen (leg)	bengkak	paging	paɡiŋ
332	/records/1921247	Moi	blunt (stick)	tumpul	palabatun	palabatun
333	/records/1921265	Moi	rotten (fruit)	busuk	pamuk	pamuk
334	/records/1921322	Moi	stink	berbau	pamuk	pamuk
335	/records/1921229	Moi	we (incl)	kita	pap	pap
336	/records/1921332	Moi	in front	di depan	pelabak	pelabak
337	/records/1921249	Moi	different	berbeda	pesah	pesah
338	/records/1921185	Moi	tail	ekor	pien	pien
339	/records/1921266	Moi	same	sama	pisi	pisi
340	/records/1921254	Moi	full (bucket)	penuh	pofon	pofon
341	/records/1921267	Moi	sharp (stick)	tajam	psela	psela
342	/records/1921187	Moi	wing	ayap	puluh	puluh
343	/records/1921213	Moi	seed	biji	pun	pun
344	/records/1921272	Moi	straight (stick)	lurus	putusu	putusu
345	/records/1921156	Moi	head	kepala	safa	safa
346	/records/1921154	Moi	hair (head)	rambut	sagin	saɡin
347	/records/1921177	Moi	louse	kutu	saiyam	saijam
348	/records/1921325	Moi	tie (rope)	mengikat	sati	sati
349	/records/1921146	Moi	blood	darah	sedam	sedam
350	/records/1921202	Moi	moon	bulan	sena	sena
351	/records/1921197	Moi	grass	alang-alang	senan lunu	senan lunu
352	/records/1921245	Moi	white	putih	so	so
353	/records/1921273	Moi	swollen (leg)	bengkak	sobo	sobo
354	/records/1921149	Moi	breast	susu	su	su
355	/records/1921299	Moi	give	memberi	su	su
356	/records/1921152	Moi	eye	mata	suwo	suwo
357	/records/1921328	Moi	wash (clothes)	mencuci	suwo	suwo
358	/records/1921321	Moi	stand	berdiri	suwon	suwon
359	/records/1921271	Moi	sore (leg)	sakit	tagak	taɡak
360	/records/1921212	Moi	sea	laut	tasik	tasik
361	/records/1921304	Moi	know	tahu	tek	tek
362	/records/1921180	Moi	mother	ibu	teme	teme
363	/records/1921251	Moi	dry (grass)	kering	tie	tie
364	/records/1921226	Moi	I	saya	tit	tit
365	/records/1921150	Moi	ear	telinga	toba'	toba'
366	/records/1921192	Moi	egg	telur	tolok	tolok
367	/records/1921275	Moi	thick (stick)	tebal	towodo	towodo
368	/records/1921233	Moi	three	tiga	tuluk	tuluk
369	/records/1921219	Moi	stick	tongkat	tus	tus
370	/records/1921217	Moi	star	bintang	tuwon	tuwon
371	/records/1921207	Moi	rain	hujan	u	u
372	/records/1921316	Moi	sleep	tidur	u	u
373	/records/1921184	Moi	snake	ular	ubun	ubun
374	/records/1921170	Moi	dog	anjing	ufun	ufun
375	/records/1921284	Moi	blow	tiup	ulu	ulu
376	/records/1921173	Moi	fish	ikan	umun	umun
377	/records/1921293	Moi	dream	mimpi	usinowo	usinowo
378	/records/1921244	Moi	yellow	kuning	wa	wa
379	/records/1921300	Moi	hear	dengar	wani	wani
380	/records/1921248	Moi	cold (wind)	dingin	wibli	wibli
381	/records/1921288	Moi	count	hitung	wies	wies
382	/records/1921206	Moi	path	jalan	wo	wo
383	/records/1921255	Moi	good (person)	baik	wobok	wobok
384	/records/1921301	Moi	hit	pukul	wolok	wolok
385	/records/1921194	Moi	fog	kabit	wum	wum
386	/records/1921193	Moi	fire	api	yak	jak
387	/records/1921215	Moi	smoke	asap	yasun	jasun
388	/records/1921292	Moi	dig	gali	yen	jen
389	/records/1921176	Moi	leech	lintah	yuk	juk
390	/records/1921214	Moi	sky	langit	yuk	juk
391	/records/1921686	Salkma	hold	pegang	abti	abti
392	/records/1921552	Salkma	tongue	lidah	ad	ad
393	/records/1921617	Salkma	two	dua	ala	ala
394	/records/1921603	Salkma	stone	batu	am	am
395	/records/1921667	Salkma	bathe	mandi	asali	asali
396	/records/1921665	Salkma	afraid	takut	bakalo	bakalo
397	/records/1921695	Salkma	seek	cari	bakole	bakole
398	/records/1921720	Salkma	outside	di luar	batali	batali
399	/records/1921596	Salkma	sand	pasir	be	be
400	/records/1921690	Salkma	play	bermain	be'	be'
401	/records/1921633	Salkma	cold (wind)	dingin	belõ	belõ
402	/records/1921627	Salkma	green	hijau	bera	bera
403	/records/1921651	Salkma	sharp (stick)	tajam	beraseli	beraseli
404	/records/1921641	Salkma	hot (wind)	panas	betaba	betaba
405	/records/1921646	Salkma	new (house)	baru	bi	bi
406	/records/1921601	Salkma	soil, earth	tanah	bi'	bi'
407	/records/1921685	Salkma	hit	pukul	bie	bie
408	/records/1921578	Salkma	egg	telur	boho	boho
409	/records/1921639	Salkma	good (person)	baik	bu	bu
410	/records/1921662	Salkma	truly, well (to speak)	benar	bu	bu
411	/records/1921598	Salkma	seed	biji	bũ	bũ
412	/records/1921573	Salkma	wing	ayap	bulu	bulu
413	/records/1921541	Salkma	hand	tangan	defo	defo
414	/records/1921546	Salkma	mouth	mulut	di	di
415	/records/1921533	Salkma	body hair	bulu badan	die	die
416	/records/1921593	Salkma	roof	atap	dier	dier
417	/records/1921696	Salkma	scratch	garuk	dik	dik
418	/records/1921582	Salkma	garden	kebun	dita	dita
419	/records/1921702	Salkma	spit	meludah	doholie	doholie
420	/records/1921549	Salkma	nose	hidung	drewan	drewan
421	/records/1921710	Salkma	vomit	muntah	drie	drie
422	/records/1921562	Salkma	leech	lintah	dyu'	dju'
423	/records/1921586	Salkma	lightning	kilat	el	el
424	/records/1921698	Salkma	sing	menyanyi	elmenani	elmenani
425	/records/1921697	Salkma	shoot (pig)	memanah	fa	fa
426	/records/1921650	Salkma	same	sama	fehi	fehi
427	/records/1921716	Salkma	in front	di depan	fera	fera
428	/records/1921689	Salkma	live	hidup	feru	feru
429	/records/1921645	Salkma	narrow (path)	sempit	feto'ho'	feto'ho'
430	/records/1921675	Salkma	die	mati	fid	fid
431	/records/1921654	Salkma	smooth (stone)	licin	foli	foli
432	/records/1921634	Salkma	different	berbeda	fowa	fowa
433	/records/1921668	Salkma	blow	tiup	furut	furut
434	/records/1921708	Salkma	throw (stone)	melempar	gala	ɡala
435	/records/1921595	Salkma	salt	garam	gas	ɡas
436	/records/1921625	Salkma	ten	sepuluh	gihar	ɡihar
437	/records/1921607	Salkma	thunder	guntur	godru	ɡodru
438	/records/1921551	Salkma	teeth	gigi	he	he
439	/records/1921532	Salkma	blood	darah	hẽ	hẽ
440	/records/1921619	Salkma	four	empat	he'	he'
441	/records/1921705	Salkma	stand	berdiri	helol	helol
442	/records/1921683	Salkma	give	memberi	hena	hena
443	/records/1921574	Salkma	worm	cacing (tanah)	hne	hne
444	/records/1921556	Salkma	dog	anjing	hõ	hõ
445	/records/1921653	Salkma	small (dog)	kecil	hoi	hoi
446	/records/1921644	Salkma	many	banyak	isauwa'ha'	isauwa'ha'
447	/records/1921631	Salkma	all	semua	itabuadoa	itabuadoa
448	/records/1921676	Salkma	dig	gali	ka	ka
449	/records/1921609	Salkma	water	air	kala	kala
450	/records/1921559	Salkma	fish	ikan	karuwa	karuwa
451	/records/1921543	Salkma	heart	jantung	kas	kas
452	/records/1921709	Salkma	tie (rope)	mengikat	ke	ke
453	/records/1921545	Salkma	meat, flesh	daging	ke'	ke'
454	/records/1921664	Salkma	wide (path)	lebar	kedi'	kedi'
455	/records/1921583	Salkma	house	rumah	kei	kei
456	/records/1921592	Salkma	rain	hujan	keji	keɟi
457	/records/1921531	Salkma	back	punggung	kelebu	kelebu
458	/records/1921553	Salkma	bird	burung	keli	keli
459	/records/1921660	Salkma	thin (stick)	tipis	kemien	kemien
460	/records/1921691	Salkma	pull	menarik	ki	ki
461	/records/1921608	Salkma	tree	pohon, kayu	ko	ko
462	/records/1921534	Salkma	bone	tulang	kodo	kodo
463	/records/1921713	Salkma	what	apa	kremoko	kremoko
464	/records/1921575	Salkma	banana	pisang	ku	ku
465	/records/1921694	Salkma	see	lihat	le	le
466	/records/1921687	Salkma	kill	bunuh	lewu	lewu
467	/records/1921570	Salkma	snake	ular	luwie	luwie
468	/records/1921620	Salkma	five	lima	ma'ha'	ma'ha'
469	/records/1921548	Salkma	neck	leher	mabu	mabu
470	/records/1921666	Salkma	ashamed	malu	main	main
471	/records/1921576	Salkma	branch	cabang	masa	masa
472	/records/1921649	Salkma	rotten (fruit)	busuk	mba	ᵐba
473	/records/1921568	Salkma	pig	babi	mbe	ᵐbe
474	/records/1921554	Salkma	cassowary	kasuari	mebo	mebo
475	/records/1921647	Salkma	not	tidak	mede	mede
476	/records/1921569	Salkma	rat	tikus	megi	meɡi
477	/records/1921616	Salkma	one	satu	mere	mere
478	/records/1921648	Salkma	old (house)	lama	mmaha	mmaha
479	/records/1921594	Salkma	rope	tali	mo	mo
480	/records/1921610	Salkma	wind	angin	mõhõ	mõhõ
481	/records/1921622	Salkma	seven	tujuh	mtalo	mtalo
482	/records/1921621	Salkma	six	enam	mtameri	mtameri
483	/records/1921624	Salkma	nine	sembilan	mtanaha	mtanaha
484	/records/1921623	Salkma	eight	delapan	mtatuluk	mtatuluk
485	/records/1921587	Salkma	moon	bulan	mu	mu
486	/records/1921679	Salkma	eat	makan	na	na
487	/records/1921707	Salkma	suck	isap	na	na
488	/records/1921561	Salkma	husband	suami	nabeli	nabeli
489	/records/1921589	Salkma	name	nama	nagadi	naɡadi
